time,open,close,high,low,volume,Unnamed: 0
1641331380000,6.8802,6.8802,6.8802,6.8802,100.0,
1641332280000,6.8802,6.8802,6.8802,6.8802,5.0009,
1641336120000,6.8802,6.8802,6.8802,6.8802,34.366,
1641336180000,6.8802,6.8802,6.8802,6.8802,34.121,
1641336240000,6.8802,6.8802,6.8802,6.8802,33.856,
1641375120000,6.8967,6.8967,6.8967,6.8967,0.357794,
1641406140000,6.8802,6.8802,6.8802,6.8802,109.96519,
1641406200000,6.8802,6.8802,6.8802,6.8802,713.7096200000001,
1641406380000,6.8802,6.8802,6.8802,6.8802,100.016165,
1641406500000,6.8802,6.8802,6.8802,6.8802,163.72734,
1641407520000,6.8802,6.8802,6.8802,6.8802,15.087,
1641407880000,6.8802,6.8802,6.8802,6.8802,5.0853,
1641407940000,6.8802,6.8802,6.8802,6.8802,5.3463,
1641410640000,6.8802,6.8699,6.8802,6.8699,625.6673499999999,
1641412200000,6.8406,6.8342,6.8406,6.8342,108.92461,
1641412320000,6.8342,6.8342,6.8342,6.8342,1079.39208,
1641412380000,6.8342,6.8342,6.8342,6.8342,538.24042,
1641412440000,6.8342,6.8342,6.8342,6.8342,591.14660352,
1641413340000,6.8029,6.7998,6.8029,6.7998,634.76,
1641413400000,6.7997,6.7911,6.7997,6.7911,95.46,
1641413640000,6.7522,6.7522,6.7522,6.7522,1248.12216,
1641413700000,6.7522,6.7522,6.7522,6.7522,796.8249999999999,
1641434880000,6.6673,6.6673,6.6673,6.6673,5.1338,
1641440280000,6.6668,6.6668,6.6668,6.6668,99.9,
1641440340000,6.6668,6.6709,6.6719,6.6668,55.5,
1641440580000,6.6729,6.6729,6.6729,6.6729,66.6,
1641440640000,6.6729,6.678,6.678,6.6729,127.65,
1641440700000,6.678,6.6805,6.6805,6.678,138.75,
1641440760000,6.6805,6.6861,6.6861,6.6805,133.2,
1641440820000,6.6861,6.6913,6.6913,6.6861,38.85,
1641441600000,6.6927,6.6927,6.6927,6.6927,5.55,
1641441960000,6.6929,6.6929,6.6929,6.6929,5.55,
1641442920000,6.6931,6.6931,6.6931,6.6931,5.55,
1641445800000,6.6932,6.6901,6.6932,6.6901,222.0,
1641445860000,6.6906,6.6851,6.6906,6.6851,338.55,
1641445920000,6.6855,6.6847,6.6855,6.6847,48.42757,
1641445980000,6.6873,6.6864,6.6873,6.6864,54.11816,
1641446280000,6.6933,6.6933,6.6933,6.6933,5.55,
1641449340000,6.6934,6.6934,6.6934,6.6934,3.38563,
1641449580000,6.6934,6.68,6.6934,6.68,737.66864,
1641449640000,6.6825,6.68,6.6825,6.68,144.29999999999998,
1641450000000,6.6918,6.68,6.6918,6.68,660.4499999999999,
1641450240000,6.6896,6.68,6.6896,6.68,531.9739999999999,
1641450300000,6.68,6.6797,6.68,6.6797,405.73459,
1641450360000,6.68,6.6797,6.68,6.6797,113.736,
1641450420000,6.68,6.6788,6.68,6.6788,60.398,
1641450660000,6.6796,6.66,6.6796,6.66,1419.497,
